data11,data12,data13
-9.7999799979998,-0.00393363061726701,-0.00955716407104377
-9.7979797979798,-0.00393363060678648,-0.0095571640487376
-9.7959795979598,-0.00393363059626623,-0.00955716402634659
-9.79397939793979,-0.00393363058570533,-0.00955716400386908
-9.79197919791979,-0.00393363057510338,-0.00955716398130444
-9.78997899789979,-0.00393363056446081,-0.00955716395865333
-9.78797879787979,-0.00393363055377777,-0.00955716393591534
-9.78597859785979,-0.0039336305430532,-0.00955716391308922
-9.78397839783978,-0.00393363053228732,-0.0095571638901754
-9.78197819781978,-0.00393363052148016,-0.00955716386717371
-9.77997799779978,-0.00393363051063123,-0.00955716384408266
-9.77797779777978,-0.00393363049974106,-0.00955716382090355
-9.77597759775978,-0.00393363048880859,-0.00955716379763471
-9.77397739773977,-0.0039336304778342,-0.00955716377427658
-9.77197719771977,-0.00393363046681745,-0.00955716375082832
-9.76997699769977,-0.00393363045575838,-0.00955716372728954
-9.76797679767977,-0.00393363044465669,-0.00955716370366024
-9.76597659765977,-0.00393363043351248,-0.00955716367994002
-9.76397639763976,-0.00393363042232526,-0.0095571636561287
-9.76197619761976,-0.00393363041109529,-0.00955716363222545
-9.75997599759976,-0.00393363039982179,-0.00955716360823028
-9.75797579757976,-0.00393363038850513,-0.00955716358414277
-9.75597559755976,-0.0039336303771446,-0.00955716355996214
-9.75397539753975,-0.00393363036574093,-0.00955716353568898
-9.75197519751975,-0.00393363035429311,-0.0095571635113221
-9.74997499749975,-0.00393363034280092,-0.00955716348686104
-9.74797479747975,-0.00393363033126492,-0.00955716346230651
-9.74597459745975,-0.00393363031968462,-0.00955716343765699
-9.74397439743974,-0.00393363030805929,-0.00955716341291234
-9.74197419741974,-0.00393363029638967,-0.00955716338807275
-9.73997399739974,-0.00393363028467474,-0.00955716336313742
-9.73797379737974,-0.00393363027291537,-0.00955716333810636
-9.73597359735974,-0.00393363026111009,-0.00955716331297852
-9.73397339733973,-0.00393363024925999,-0.00955716328775414
-9.73197319731973,-0.00393363023736422,-0.00955716326243282
-9.72997299729973,-0.00393363022542241,-0.00955716323701374
-9.72797279727973,-0.00393363021343477,-0.00955716321149668
-9.72597259725973,-0.00393363020140089,-0.00955716318588148
-9.72397239723972,-0.00393363018932103,-0.00955716316016793
-9.72197219721972,-0.00393363017719413,-0.00955716313435467
-9.71997199719972,-0.00393363016502133,-0.00955716310844322
-9.71797179717972,-0.00393363015280128,-0.00955716308243115
-9.71597159715972,-0.00393363014053426,-0.00955716305631891
-9.71397139713971,-0.0039336301282201,-0.0095571630301061
-9.71197119711971,-0.00393363011585846,-0.00955716300379274
-9.70997099709971,-0.00393363010344961,-0.00955716297737799
-9.70797079707971,-0.00393363009099282,-0.00955716295086146
-9.70597059705971,-0.0039336300784879,-0.00955716292424275
-9.7039703970397,-0.00393363006593519,-0.00955716289752166
-9.7019701970197,-0.00393363005333374,-0.00955716287069737
-9.6999699969997,-0.00393363004068446,-0.00955716284377031
-9.6979697969797,-0.00393363002798596,-0.00955716281673926
-9.6959695969597,-0.00393363001523911,-0.00955716278960463
-9.69396939693969,-0.0039336300024428,-0.00955716276236477
-9.69196919691969,-0.00393362998959744,-0.00955716273502033
-9.68996899689969,-0.00393362997670297,-0.00955716270757091
-9.68796879687969,-0.00393362996375835,-0.00955716268001526
-9.68596859685969,-0.00393362995076411,-0.00955716265235403
-9.68396839683968,-0.00393362993772009,-0.0095571626245862
-9.68196819681968,-0.00393362992462567,-0.00955716259671114
-9.67996799679968,-0.00393362991148128,-0.00955716256872929
-9.67796779677968,-0.00393362989828601,-0.00955716254063921
-9.67596759675968,-0.00393362988504007,-0.00955716251244133
-9.67396739673967,-0.0039336298717432,-0.00955716248413483
-9.67196719671967,-0.00393362985839487,-0.00955716245571889
-9.66996699669967,-0.00393362984499554,-0.00955716242719395
-9.66796679667967,-0.00393362983154447,-0.00955716239855919
-9.66596659665967,-0.00393362981804214,-0.00955716236981442
-9.66396639663966,-0.00393362980448738,-0.00955716234095859
-9.66196619661966,-0.00393362979088053,-0.00955716231199173
-9.65996599659966,-0.00393362977722154,-0.00955716228291346
-9.65796579657966,-0.00393362976350987,-0.00955716225372335
-9.65596559655966,-0.00393362974974568,-0.0095571622244208
-9.65396539653965,-0.00393362973592832,-0.00955716219500541
-9.65196519651965,-0.00393362972205775,-0.00955716216547656
-9.64996499649965,-0.00393362970813408,-0.00955716213583429
-9.64796479647965,-0.00393362969415659,-0.00955716210607755
-9.64596459645965,-0.00393362968012541,-0.00955716207620657
-9.64396439643964,-0.00393362966604056,-0.00955716204622096
-9.64196419641964,-0.00393362965190114,-0.00955716201611927
-9.63996399639964,-0.00393362963770758,-0.00955716198590193
-9.63796379637964,-0.00393362962345947,-0.00955716195556811
-9.63596359635964,-0.00393362960915621,-0.00955716192511744
-9.63396339633963,-0.00393362959479847,-0.00955716189454993
-9.63196319631963,-0.0039336295803852,-0.00955716186386454
-9.62996299629963,-0.00393362956591631,-0.00955716183306107
-9.62796279627963,-0.00393362955139218,-0.00955716180213893
-9.62596259625963,-0.00393362953681186,-0.00955716177109772
-9.62396239623962,-0.00393362952217569,-0.00955716173993703
-9.62196219621962,-0.00393362950748305,-0.00955716170865668
-9.61996199619962,-0.00393362949273399,-0.00955716167725541
-9.61796179617962,-0.00393362947792843,-0.00955716164573369
-9.61596159615962,-0.00393362946306563,-0.00955716161409048
-9.61396139613961,-0.00393362944814564,-0.00955716158232536
-9.61196119611961,-0.00393362943316847,-0.00955716155043795
-9.60996099609961,-0.00393362941813362,-0.00955716151842785
-9.60796079607961,-0.00393362940304091,-0.00955716148629445
-9.60596059605961,-0.00393362938789005,-0.00955716145403735
-9.6039603960396,-0.00393362937268117,-0.00955716142165637
-9.6019601960196,-0.00393362935741366,-0.00955716138915025
-9.5999599959996,-0.00393362934208743,-0.00955716135651945
-9.5979597959796,-0.00393362932670242,-0.00955716132376271
-9.5959595959596,-0.00393362931125812,-0.00955716129088009
-9.59395939593959,-0.00393362929575434,-0.00955716125787051
-9.59195919591959,-0.0039336292801909,-0.00955716122473425
-9.58995899589959,-0.00393362926456751,-0.00955716119147026
-9.58795879587959,-0.00393362924888473,-0.00955716115807855
-9.58595859585959,-0.00393362923314077,-0.00955716112455768
-9.58395839583958,-0.00393362921733695,-0.00955716109090853
-9.58195819581958,-0.00393362920147191,-0.00955716105712922
-9.57995799579958,-0.00393362918554601,-0.00955716102321997
-9.57795779577958,-0.00393362916955861,-0.00955716098918018
-9.57595759575958,-0.00393362915351008,-0.00955716095500967
-9.57395739573957,-0.00393362913739993,-0.00955716092070741
-9.57195719571957,-0.00393362912122752,-0.00955716088627298
-9.56995699569957,-0.00393362910499301,-0.00955716085170624
-9.56795679567957,-0.00393362908869599,-0.00955716081700632
-9.56595659565957,-0.00393362907233671,-0.00955716078217306
-9.56395639563956,-0.00393362905591403,-0.00955716074720545
-9.56195619561956,-0.0039336290394284,-0.00955716071210325
-9.55995599559956,-0.00393362902287922,-0.0095571606768659
-9.55795579557956,-0.00393362900626641,-0.00955716064149257
-9.55595559555956,-0.00393362898958999,-0.00955716060598369
-9.55395539553955,-0.00393362897284926,-0.00955716057033805
-9.55195519551955,-0.00393362895604393,-0.00955716053455481
-9.54995499549955,-0.00393362893917435,-0.009557160498634
-9.54795479547955,-0.00393362892223979,-0.00955716046257502
-9.54595459545955,-0.00393362890524029,-0.00955716042637745
-9.54395439543954,-0.00393362888817515,-0.0095571603900403
-9.54195419541954,-0.00393362887104449,-0.00955716035356313
-9.53995399539954,-0.00393362885384804,-0.00955716031694603
-9.53795379537954,-0.00393362883658506,-0.00955716028018748
-9.53595359535954,-0.00393362881925593,-0.00955716024328734
-9.53395339533953,-0.00393362880186035,-0.00955716020624561
-9.53195319531953,-0.0039336287843977,-0.00955716016906107
-9.52995299529953,-0.00393362876686824,-0.00955716013173374
-9.52795279527953,-0.00393362874927083,-0.00955716009426217
-9.52595259525953,-0.00393362873160582,-0.00955716005664639
-9.52395239523952,-0.00393362871387325,-0.00955716001888599
-9.52195219521952,-0.00393362869607238,-0.0095571599809806
-9.51995199519952,-0.00393362867820274,-0.00955715994292876
-9.51795179517952,-0.00393362866026468,-0.00955715990473071
-9.51595159515952,-0.00393362864225779,-0.00955715986638584
-9.51395139513951,-0.00393362862418137,-0.00955715982789312
-9.51195119511951,-0.00393362860603546,-0.00955715978925217
-9.50995099509951,-0.00393362858781986,-0.00955715975046236
-9.50795079507951,-0.00393362856953442,-0.00955715971152355
-9.50595059505951,-0.00393362855117859,-0.00955715967243509
-9.5039503950395,-0.00393362853275214,-0.00955715963319598
-9.5019501950195,-0.00393362851425454,-0.00955715959380538
-9.4999499949995,-0.00393362849568606,-0.00955715955426335
-9.4979497949795,-0.00393362847704606,-0.00955715951456949
-9.4959495949595,-0.0039336284583346,-0.00955715947472253
-9.49394939493949,-0.00393362843955096,-0.00955715943472233
-9.49194919491949,-0.0039336284206953,-0.00955715939456827
-9.48994899489949,-0.0039336284017672,-0.00955715935425952
-9.48794879487949,-0.00393362838276619,-0.0095571593137955
-9.48594859485949,-0.00393362836369218,-0.00955715927317581
-9.48394839483948,-0.00393362834454466,-0.00955715923240004
-9.48194819481948,-0.0039336283253236,-0.00955715919146677
-9.47994799479948,-0.00393362830602869,-0.00955715915037644
-9.47794779477948,-0.00393362828665953,-0.00955715910912759
-9.47594759475948,-0.00393362826721595,-0.00955715906772048
-9.47394739473947,-0.00393362824769747,-0.00955715902615345
-9.47194719471947,-0.00393362822810422,-0.00955715898442673
-9.46994699469947,-0.0039336282084355,-0.00955715894253931
-9.46794679467947,-0.00393362818869121,-0.00955715890049078
-9.46594659465947,-0.00393362816887089,-0.00955715885828012
-9.46394639463946,-0.00393362814897443,-0.00955715881590759
-9.46194619461946,-0.00393362812900128,-0.0095571587733713
-9.45994599459946,-0.00393362810895186,-0.00955715873067193
-9.45794579457946,-0.00393362808882495,-0.00955715868780759
-9.45594559455946,-0.00393362806862059,-0.00955715864477856
-9.45394539453945,-0.00393362804833879,-0.00955715860158398
-9.45194519451945,-0.00393362802797897,-0.00955715855822328
-9.44994499449945,-0.00393362800754074,-0.00955715851469543
-9.44794479447945,-0.00393362798702404,-0.00955715847100004
-9.44594459445945,-0.00393362796642845,-0.00955715842713671
-9.44394439443944,-0.00393362794575373,-0.00955715838310445
-9.44194419441944,-0.00393362792499947,-0.00955715833890261
-9.43994399439944,-0.00393362790416537,-0.00955715829453082
-9.43794379437944,-0.0039336278832512,-0.00955715824998808
-9.43594359435944,-0.00393362786225657,-0.00955715820527386
-9.43394339433943,-0.00393362784118144,-0.009557158160388
-9.43194319431943,-0.00393362782002505,-0.00955715811532895
-9.42994299429943,-0.00393362779878745,-0.00955715807009676
-9.42794279427943,-0.00393362777746834,-0.00955715802469037
-9.42594259425943,-0.0039336277560669,-0.00955715797910897
-9.42394239423942,-0.00393362773458352,-0.00955715793335242
-9.42194219421942,-0.00393362771301736,-0.00955715788741968
-9.41994199419942,-0.00393362769136816,-0.00955715784131015
-9.41794179417942,-0.00393362766963605,-0.009557157795023
-9.41594159415942,-0.00393362764782011,-0.00955715774855808
-9.41394139413941,-0.00393362762592051,-0.00955715770191415
-9.41194119411941,-0.00393362760393694,-0.00955715765509101
-9.40994099409941,-0.00393362758186851,-0.00955715760808726
-9.40794079407941,-0.00393362755971514,-0.0095571575609027
-9.40594059405941,-0.00393362753747697,-0.00955715751353672
-9.4039403940394,-0.00393362751515278,-0.00955715746598811
-9.4019401940194,-0.00393362749274313,-0.00955715741825668
-9.3999399939994,-0.00393362747024734,-0.00955715737034163
-9.3979397939794,-0.0039336274476652,-0.00955715732224234
-9.3959395939594,-0.00393362742499594,-0.0095571572739574
-9.39393939393939,-0.00393362740223989,-0.00955715722548725
-9.39193919391939,-0.00393362737939614,-0.00955715717683022
-9.38993899389939,-0.00393362735646431,-0.00955715712798575
-9.38793879387939,-0.00393362733344466,-0.00955715707895386
-9.38593859385939,-0.00393362731033649,-0.00955715702973288
-9.38393839383938,-0.00393362728713951,-0.00955715698032243
-9.38193819381938,-0.00393362726385335,-0.00955715693072194
-9.37993799379938,-0.0039336272404774,-0.00955715688093058
-9.37793779377938,-0.00393362721701192,-0.00955715683094775
-9.37593759375938,-0.00393362719345621,-0.00955715678077243
-9.37393739373937,-0.00393362716980999,-0.00955715673040425
-9.37193719371937,-0.00393362714607279,-0.00955715667984197
-9.36993699369937,-0.00393362712224431,-0.00955715662908521
-9.36793679367937,-0.00393362709832419,-0.00955715657813294
-9.36593659365937,-0.00393362707431235,-0.00955715652698479
-9.36393639363936,-0.00393362705020798,-0.00955715647563973
-9.36193619361936,-0.00393362702601082,-0.00955715642409697
-9.35993599359936,-0.00393362700172091,-0.00955715637235611
-9.35793579357936,-0.00393362697733754,-0.0095571563204157
-9.35593559355936,-0.00393362695286044,-0.00955715626827581
-9.35393539353935,-0.00393362692828945,-0.0095571562159354
-9.35193519351935,-0.00393362690362355,-0.00955715616339304
-9.34993499349935,-0.00393362687886341,-0.00955715611064897
-9.34793479347935,-0.00393362685400793,-0.00955715605770176
-9.34593459345935,-0.00393362682905659,-0.0095571560045506
-9.34393439343934,-0.00393362680400955,-0.0095571559511951
-9.34193419341934,-0.00393362677886635,-0.00955715589763448
-9.33993399339934,-0.00393362675362616,-0.00955715584386727
-9.33793379337934,-0.00393362672828936,-0.00955715578989375
-9.33593359335934,-0.00393362670285502,-0.00955715573571202
-9.33393339333933,-0.00393362667732279,-0.00955715568132196
-9.33193319331933,-0.0039336266516928,-0.00955715562672273
-9.32993299329933,-0.00393362662596393,-0.0095571555719131
-9.32793279327933,-0.00393362660013601,-0.00955715551689272
-9.32593259325933,-0.0039336265742093,-0.00955715546166096
-9.32393239323932,-0.0039336265481826,-0.00955715540621598
-9.32193219321932,-0.00393362652205603,-0.00955715535055804
-9.31993199319932,-0.00393362649582899,-0.00955715529468632
-9.31793179317932,-0.00393362646950105,-0.00955715523859898
-9.31593159315932,-0.0039336264430721,-0.00955715518229603
-9.31393139313931,-0.00393362641654136,-0.00955715512577627
-9.31193119311931,-0.00393362638990898,-0.00955715506903931
-9.30993099309931,-0.00393362636317405,-0.00955715501208393
-9.30793079307931,-0.00393362633633609,-0.00955715495490912
-9.30593059305931,-0.00393362630939536,-0.0095571548975147
-9.3039303930393,-0.00393362628235083,-0.00955715483989933
-9.3019301930193,-0.00393362625520253,-0.00955715478206202
-9.2999299929993,-0.00393362622795006,-0.0095571547240025
-9.2979297929793,-0.00393362620059236,-0.00955715466571931
-9.2959295929593,-0.00393362617313002,-0.00955715460721209
-9.29392939293929,-0.00393362614556168,-0.00955715454847939
-9.29192919291929,-0.00393362611788785,-0.00955715448952106
-9.28992899289929,-0.00393362609010717,-0.00955715443033566
-9.28792879287929,-0.00393362606222001,-0.00955715437092257
-9.28592859285929,-0.00393362603422582,-0.00955715431128104
-9.28392839283928,-0.00393362600612386,-0.0095571542514098
-9.28192819281928,-0.00393362597791379,-0.00955715419130831
-9.27992799279928,-0.00393362594959563,-0.00955715413097572
-9.27792779277928,-0.00393362592116819,-0.00955715407041042
-9.27592759275928,-0.00393362589263181,-0.00955715400961265
-9.27392739273927,-0.00393362586398571,-0.00955715394858076
-9.27192719271927,-0.00393362583522931,-0.00955715388731355
-9.26992699269927,-0.00393362580636275,-0.00955715382581125
-9.26792679267927,-0.00393362577738481,-0.00955715376407182
-9.26592659265927,-0.00393362574829607,-0.0095571537020955
-9.26392639263926,-0.00393362571909511,-0.00955715363988044
-9.26192619261926,-0.00393362568978199,-0.00955715357742564
-9.25992599259926,-0.00393362566035652,-0.0095571535147309
-9.25792579257926,-0.0039336256308176,-0.00955715345179482
-9.25592559255926,-0.00393362560116518,-0.0095571533886164
-9.25392539253925,-0.003933625571399,-0.00955715332519524
-9.25192519251925,-0.00393362554151826,-0.00955715326152971
-9.24992499249925,-0.00393362551152289,-0.00955715319761963
-9.24792479247925,-0.0039336254814121,-0.00955715313346336
-9.24592459245925,-0.00393362545118565,-0.00955715306906034
-9.24392439243924,-0.00393362542084283,-0.00955715300440934
-9.24192419241924,-0.00393362539038359,-0.00955715293950975
-9.23992399239924,-0.00393362535980736,-0.00955715287436059
-9.23792379237924,-0.00393362532911375,-0.00955715280896084
-9.23592359235924,-0.00393362529830188,-0.00955715274330885
-9.23392339233923,-0.003933625267372,-0.00955715267740513
-9.23192319231923,-0.0039336252363227,-0.00955715261124694
-9.22992299229923,-0.00393362520515444,-0.00955715254483455
-9.22792279227923,-0.00393362517386653,-0.00955715247816718
-9.22592259225923,-0.00393362514245809,-0.00955715241124275
-9.22392239223922,-0.00393362511092927,-0.0095571523440611
-9.22192219221922,-0.00393362507927897,-0.00955715227662061
-9.21992199219922,-0.00393362504750712,-0.00955715220892088
-9.21792179217922,-0.00393362501561316,-0.00955715214096072
-9.21592159215922,-0.00393362498359697,-0.00955715207273942
-9.21392139213921,-0.00393362495145767,-0.00955715200425535
-9.21192119211921,-0.00393362491919452,-0.00955715193550762
-9.20992099209921,-0.00393362488680768,-0.00955715186649541
-9.20792079207921,-0.00393362485429603,-0.00955715179721753
-9.20592059205921,-0.00393362482166006,-0.0095571517276738
-9.2039203920392,-0.00393362478889825,-0.00955715165786175
-9.2019201920192,-0.00393362475601074,-0.00955715158778165
-9.1999199919992,-0.00393362472299655,-0.00955715151743142
-9.1979197919792,-0.00393362468985593,-0.00955715144681113
-9.1959195919592,-0.00393362465658768,-0.0095571513759187
-9.19391939193919,-0.00393362462319165,-0.00955715130475379
-9.19191919191919,-0.00393362458966757,-0.00955715123331515
-9.18991899189919,-0.00393362455601423,-0.00955715116160138
-9.18791879187919,-0.00393362452223169,-0.00955715108961168
-9.18591859185919,-0.00393362448831981,-0.00955715101734547
-9.18391839183918,-0.00393362445427715,-0.00955715094480114
-9.18191819181918,-0.00393362442010387,-0.00955715087197763
-9.17991799179918,-0.003933624385799,-0.00955715079887356
-9.17791779177918,-0.00393362435136279,-0.00955715072548853
-9.17591759175918,-0.00393362431679413,-0.00955715065182158
-9.17391739173917,-0.00393362428209226,-0.00955715057787043
-9.17191719171917,-0.00393362424725753,-0.00955715050363553
-9.16991699169917,-0.00393362421228874,-0.00955715042911463
-9.16791679167917,-0.00393362417718564,-0.00955715035430715
-9.16591659165917,-0.00393362414194743,-0.00955715027921189
-9.16391639163916,-0.00393362410657409,-0.00955715020382762
-9.16191619161916,-0.00393362407106492,-0.00955715012815377
-9.15991599159916,-0.00393362403541926,-0.00955715005218828
-9.15791579157916,-0.0039336239996364,-0.00955714997593058
-9.15591559155916,-0.00393362396371633,-0.00955714989937967
-9.15391539153915,-0.00393362392765824,-0.00955714982253456
-9.15191519151915,-0.00393362389146167,-0.00955714974539379
-9.14991499149915,-0.00393362385512591,-0.00955714966795609
-9.14791479147915,-0.00393362381865047,-0.00955714959022022
-9.14591459145915,-0.00393362378203516,-0.00955714951218572
-9.14391439143914,-0.00393362374527887,-0.00955714943385097
-9.14191419141914,-0.00393362370838147,-0.00955714935521453
-9.13991399139914,-0.00393362367134249,-0.00955714927627583
-9.13791379137914,-0.00393362363416091,-0.00955714919703347
-9.13591359135914,-0.00393362359683662,-0.00955714911748621
-9.13391339133913,-0.00393362355936913,-0.00955714903763328
-9.13191319131913,-0.00393362352175747,-0.00955714895747286
-9.12991299129913,-0.00393362348400116,-0.0095571488770037
-9.12791279127913,-0.00393362344610004,-0.00955714879622545
-9.12591259125913,-0.00393362340805337,-0.00955714871513673
-9.12391239123912,-0.00393362336986033,-0.00955714863373565
-9.12191219121912,-0.00393362333152047,-0.00955714855202144
-9.11991199119912,-0.00393362329303357,-0.0095571484699929
-9.11791179117912,-0.00393362325439869,-0.00955714838764903
-9.11591159115912,-0.00393362321561541,-0.00955714830498821
-9.11391139113911,-0.00393362317668347,-0.00955714822200986
-9.11191119111911,-0.00393362313760144,-0.00955714813871172
-9.10991099109911,-0.00393362309836961,-0.00955714805509342
-9.10791079107911,-0.00393362305898701,-0.00955714797115357
-9.10591059105911,-0.00393362301945293,-0.00955714788689073
-9.1039103910391,-0.00393362297976726,-0.0095571478023039
-9.1019101910191,-0.00393362293992878,-0.00955714771739149
-9.0999099909991,-0.00393362289993779,-0.00955714763215268
-9.0979097909791,-0.00393362285979268,-0.00955714754658574
-9.0959095909591,-0.00393362281949346,-0.00955714746068993
-9.09390939093909,-0.0039336227790397,-0.00955714737446368
-9.09190919091909,-0.00393362273843021,-0.00955714728790561
-9.08990899089909,-0.00393362269766475,-0.00955714720101429
-9.08790879087909,-0.00393362265674282,-0.00955714711378936
-9.08590859085909,-0.0039336226156637,-0.00955714702622857
-9.08390839083908,-0.00393362257442679,-0.00955714693833112
-9.08190819081908,-0.00393362253303155,-0.00955714685009563
-9.07990799079908,-0.00393362249147709,-0.00955714676152046
-9.07790779077908,-0.00393362244976294,-0.00955714667260461
-9.07590759075908,-0.00393362240788887,-0.00955714658334712
-9.07390739073907,-0.00393362236585357,-0.0095571464937459
-9.07190719071907,-0.00393362232365704,-0.00955714640379999
-9.06990699069907,-0.00393362228129834,-0.00955714631350862
-9.06790679067907,-0.00393362223877727,-0.00955714622286992
-9.06590659065907,-0.00393362219609262,-0.00955714613188251
-9.06390639063906,-0.00393362215324396,-0.00955714604054476
-9.06190619061906,-0.00393362211023048,-0.00955714594885568
-9.05990599059906,-0.00393362206705238,-0.00955714585681449
-9.05790579057906,-0.00393362202370792,-0.00955714576441871
-9.05590559055906,-0.00393362198019709,-0.00955714567166792
-9.05390539053905,-0.00393362193651938,-0.00955714557856069
-9.05190519051905,-0.0039336218926737,-0.00955714548509486
-9.04990499049905,-0.00393362184865945,-0.00955714539126947
-9.04790479047905,-0.00393362180447648,-0.0095571452970835
-9.04590459045905,-0.00393362176012369,-0.00955714520253513
-9.04390439043904,-0.00393362171560044,-0.00955714510762296
-9.04190419041904,-0.00393362167090607,-0.00955714501234581
-9.03990399039904,-0.00393362162604043,-0.00955714491670246
-9.03790379037904,-0.00393362158100212,-0.00955714482069108
